callDateTime,priority,district,description,callNumber,incidentLocation,location
11/30/2017 04:44:00 PM,Medium,SE,BEHAVIOR CRISIS,P173341796,400 N MONTFORD AV,"400 N MONTFORD AV
BALTIMORE, MD
(39.296018, -76.583541)"
11/30/2017 04:24:00 PM,Medium,WD,BEHAVIOR CRISIS,P173341729,2500 CALVERTON HEIGHTS AV,"2500 CALVERTON HEIGHTS AV
BALTIMORE, MD
(39.29759, -76.65664)"
11/30/2017 03:35:00 PM,Medium,SW,BEHAVIOR CRISIS,P173341600,2700 FREDERICK AV,"2700 FREDERICK AV
BALTIMORE, MD
(39.280999, -76.65959)"
11/30/2017 03:25:00 PM,Medium,CD,BEHAVIOR CRISIS,P173341571,2400 LINDEN AV,"2400 LINDEN AV
BALTIMORE, MD
(39.313985, -76.635747)"
11/30/2017 02:17:00 PM,Medium,CD,BEHAVIOR CRISIS,P173341380,700 W PRATT ST,"700 W PRATT ST
BALTIMORE, MD
(39.286097, -76.626283)"
11/30/2017 12:09:00 PM,Medium,ND,BEHAVIOR CRISIS,P173341028,900 W 36TH ST,"900 W 36TH ST
BALTIMORE, MD
(39.331138, -76.63165)"
11/30/2017 11:40:00 AM,Medium,SD,BEHAVIOR CRISIS,P173340957,400 CAMBRIA ST,"400 CAMBRIA ST
BALTIMORE, MD
(39.236607, -76.605338)"
11/30/2017 10:39:00 AM,Medium,SE,BEHAVIOR CRISIS,P173340790,200 N WASHINGTON ST,"200 N WASHINGTON ST
BALTIMORE, MD
(39.294603, -76.589345)"
11/30/2017 09:52:00 AM,Medium,CD,BEHAVIOR CRISIS,P173340682,0 W FRANKLIN ST,"0 W FRANKLIN ST
BALTIMORE, MD
"
11/30/2017 07:56:00 AM,Medium,NE,BEHAVIOR CRISIS,P173340413,1600 MONTPELIER ST,"1600 MONTPELIER ST
BALTIMORE, MD
(39.32065, -76.596588)"
11/30/2017 07:28:00 AM,Medium,NE,BEHAVIOR CRISIS,P173340369,1600 MONTPELIER ST,"1600 MONTPELIER ST
BALTIMORE, MD
(39.32065, -76.596588)"
11/30/2017 07:11:00 AM,Medium,NE,BEHAVIOR CRISIS,P173340344,1600 MONTPELIER ST,"1600 MONTPELIER ST
BALTIMORE, MD
(39.32065, -76.596588)"
11/29/2017 11:04:00 PM,Medium,ND,BEHAVIOR CRISIS,P173332644,5700 WOODCREST AV,"5700 WOODCREST AV
BALTIMORE, MD
(39.358163, -76.676926)"
11/29/2017 08:53:00 PM,Medium,NE,BEHAVIOR CRISIS,P173332326,1800 SHERWOOD AV,"1800 SHERWOOD AV
BALTIMORE, MD
(39.359463, -76.579927)"
11/29/2017 03:52:00 PM,Medium,SE,BEHAVIOR CRISIS,P173331463,400 N MONTFORD AV,"400 N MONTFORD AV
BALTIMORE, MD
(39.296018, -76.583541)"
11/29/2017 03:42:00 PM,Medium,ND,BEHAVIOR CRISIS,P173331433,600 E 38TH ST,"600 E 38TH ST
BALTIMORE, MD
(39.33557, -76.607099)"
11/29/2017 04:38:00 PM,Medium,SD,BEHAVIOR CRISIS,P173331611,800 W LOMBARD ST,"800 W LOMBARD ST
BALTIMORE, MD
(39.287, -76.628565)"
11/29/2017 04:08:00 PM,Medium,SD,BEHAVIOR CRISIS,P173331513,200 JACK ST,"200 JACK ST
BALTIMORE, MD
(39.233925, -76.610015)"
11/29/2017 02:44:00 PM,Medium,SE,BEHAVIOR CRISIS,P173331269,900 E LOMBARD ST,"900 E LOMBARD ST
BALTIMORE, MD
(39.288959, -76.602993)"
11/29/2017 01:27:00 PM,Medium,SW,BEHAVIOR CRISIS,P173331077,3700 OLD FREDERICK RD,"3700 OLD FREDERICK RD
BALTIMORE, MD
(39.283467, -76.677613)"
11/29/2017 12:04:00 PM,Medium,SW,BEHAVIOR CRISIS,P173330925,600 S CHAPELGATE LN,"600 S CHAPELGATE LN
BALTIMORE, MD
(39.276334, -76.701529)"
11/29/2017 12:06:00 PM,Medium,ED,BEHAVIOR CRISIS,P173330924,2100 ASHLAND AV,"2100 ASHLAND AV
BALTIMORE, MD
(39.300776, -76.587549)"
11/29/2017 11:39:00 AM,Medium,SE,BEHAVIOR CRISIS,P173330864,5500 E LOMBARD ST,"5500 E LOMBARD ST
BALTIMORE, MD
(39.293464, -76.550284)"
11/29/2017 10:23:00 AM,Medium,ND,BEHAVIOR CRISIS,P173330716,1700 W ROGERS AV,"1700 W ROGERS AV
BALTIMORE, MD
(39.361811, -76.652203)"
11/29/2017 09:31:00 AM,Medium,WD,BEHAVIOR CRISIS,P173330596,2400 LIBERTY HEIGHTS AV,"2400 LIBERTY HEIGHTS AV
BALTIMORE, MD
(39.318704, -76.651887)"
11/29/2017 08:39:00 AM,Medium,CD,BEHAVIOR CRISIS,P173330503,1900 ST PAUL ST,"1900 ST PAUL ST
BALTIMORE, MD
(39.311201, -76.61496)"
11/29/2017 08:35:00 AM,Medium,NW,BEHAVIOR CRISIS,P173330491,4200 PRIMROSE AV,"4200 PRIMROSE AV
BALTIMORE, MD
(39.349472, -76.696021)"
11/29/2017 08:11:00 AM,Medium,WD,BEHAVIOR CRISIS,P173330445,2500 LAURETTA AV,"2500 LAURETTA AV
BALTIMORE, MD
(39.294041, -76.65623)"
11/29/2017 07:24:00 AM,Medium,NW,BEHAVIOR CRISIS,P173330370,3800 REISTERSTOWN RD,"3800 REISTERSTOWN RD
BALTIMORE, MD
(39.331557, -76.662264)"
11/28/2017 09:55:00 PM,Medium,SE,BEHAVIOR CRISIS,P173322718,100 N MADEIRA ST,"100 N MADEIRA ST
BALTIMORE, MD
(39.293312, -76.585555)"
11/28/2017 09:03:00 PM,Medium,NE,BEHAVIOR CRISIS,P173322573,1500 FERNLEY RD,"1500 FERNLEY RD
BALTIMORE, MD
(39.331621, -76.59334)"
11/28/2017 09:13:00 PM,Medium,NE,BEHAVIOR CRISIS,P173322600,1500 FERNLEY RD,"1500 FERNLEY RD
BALTIMORE, MD
(39.331621, -76.59334)"
11/28/2017 07:16:00 PM,Medium,CD,BEHAVIOR CRISIS,P173322301,100 N HOWARD ST,"100 N HOWARD ST
BALTIMORE, MD
(39.290597, -76.619519)"
11/28/2017 06:35:00 PM,Medium,NW,BEHAVIOR CRISIS,P173322200,3900 FORDLEIGH RD,"3900 FORDLEIGH RD
BALTIMORE, MD
(39.356278, -76.698127)"
11/28/2017 05:16:00 PM,Medium,NW,BEHAVIOR CRISIS,P173321940,5900 HIGHGATE DR,"5900 HIGHGATE DR
BALTIMORE, MD
(39.35849, -76.684225)"
11/28/2017 04:16:00 PM,Medium,SW,BEHAVIOR CRISIS,P173321730,5100 GREENWICH AV,"5100 GREENWICH AV
BALTIMORE, MD
(39.290757, -76.708704)"
11/28/2017 11:18:00 AM,Medium,CD,BEHAVIOR CRISIS,P173320899,1000 CATHEDRAL ST,"1000 CATHEDRAL ST
BALTIMORE, MD
(39.300927, -76.617589)"
11/28/2017 11:15:00 AM,Medium,CD,BEHAVIOR CRISIS,P173320897,1000 CATHEDRAL ST,"1000 CATHEDRAL ST
BALTIMORE, MD
(39.300927, -76.617589)"
11/28/2017 09:28:00 AM,Medium,CD,BEHAVIOR CRISIS,P173320685,500 W HOFFMAN ST,"500 W HOFFMAN ST
BALTIMORE, MD
(39.299138, -76.627917)"
11/28/2017 08:00:00 AM,Medium,NW,BEHAVIOR CRISIS,P173320469,3400 FAIRVIEW AV,"3400 FAIRVIEW AV
BALTIMORE, MD
(39.321852, -76.674657)"
11/28/2017 07:35:00 AM,Medium,ND,BEHAVIOR CRISIS,P173320432,900 EVESHAM AV,"900 EVESHAM AV
BALTIMORE, MD
(39.361818, -76.60161)"
11/28/2017 01:11:00 AM,Medium,SD,BEHAVIOR CRISIS,P173320107,800 CLINTWOOD CT,"800 CLINTWOOD CT
BALTIMORE, MD
(39.230024, -76.60085)"
11/27/2017 10:13:00 PM,Medium,ED,BEHAVIOR CRISIS,P173312782,400 FALLSWAY,"400 FALLSWAY
BALTIMORE, MD
(39.293638, -76.609629)"
11/25/2017 10:04:00 PM,Medium,ND,BEHAVIOR CRISIS,P173292153,1100 HOMESTEAD ST,"1100 HOMESTEAD ST
BALTIMORE, MD
(39.324691, -76.602121)"
11/25/2017 08:49:00 PM,Medium,NW,BEHAVIOR CRISIS,P173291992,3900 RIDGEWOOD AV,"3900 RIDGEWOOD AV
BALTIMORE, MD
(39.336713, -76.682855)"
11/25/2017 06:33:00 PM,Medium,WD,BEHAVIOR CRISIS,P173291716,1700 W NORTH AV,"1700 W NORTH AV
BALTIMORE, MD
(39.309967, -76.645108)"
11/25/2017 06:09:00 PM,Medium,SE,BEHAVIOR CRISIS,P173291671,3100 MCELDERRY ST,"3100 MCELDERRY ST
BALTIMORE, MD
(39.298041, -76.573588)"
11/25/2017 06:01:00 PM,Medium,ND,BEHAVIOR CRISIS,P173291652,2400 W BELVEDERE AV,"2400 W BELVEDERE AV
BALTIMORE, MD
(39.354767, -76.662273)"
11/25/2017 06:04:00 PM,Medium,CD,BEHAVIOR CRISIS,P173291663,0 E CHASE ST,"0 E CHASE ST
BALTIMORE, MD
"
11/25/2017 03:43:00 PM,Medium,SD,BEHAVIOR CRISIS,P173291301,100 S GILMOR ST,"100 S GILMOR ST
BALTIMORE, MD
(39.286264, -76.642249)"
11/25/2017 03:20:00 PM,Medium,NE,BEHAVIOR CRISIS,P173291245,1600 E BELVEDERE AV,"1600 E BELVEDERE AV
BALTIMORE, MD
(39.359009, -76.586113)"
11/25/2017 03:24:00 PM,Medium,ED,BEHAVIOR CRISIS,P173291254,700 E 22ND ST,"700 E 22ND ST
BALTIMORE, MD
(39.314587, -76.608083)"
11/25/2017 01:56:00 PM,Medium,ED,BEHAVIOR CRISIS,P173291080,500 BLK FALLSWAY,"500 BLK
BALTIMORE, MD
"
11/25/2017 01:52:00 PM,Medium,ED,BEHAVIOR CRISIS,P173291069,500-600 FALLSWAY,"500 600
BALTIMORE, MD
"
11/25/2017 12:46:00 PM,Medium,NE,BEHAVIOR CRISIS,P173290915,1200 EVESHAM AV,"1200 EVESHAM AV
BALTIMORE, MD
(39.361576, -76.593448)"
11/25/2017 01:30:00 AM,Medium,CD,BEHAVIOR CRISIS,P173290134,1400 W MT ROYAL AV,"1400 W MT ROYAL AV
BALTIMORE, MD
(39.308821, -76.622309)"
11/24/2017 09:47:00 PM,Medium,SE,BEHAVIOR CRISIS,P173282260,300 S WOLFE ST,"300 S WOLFE ST
BALTIMORE, MD
(39.287773, -76.590227)"
11/24/2017 09:05:00 PM,Medium,ED,BEHAVIOR CRISIS,P173282186,1700 HARFORD AV,"1700 HARFORD AV
BALTIMORE, MD
(39.309771, -76.600085)"
11/24/2017 08:59:00 PM,Medium,ED,BEHAVIOR CRISIS,P173282172,1700 N BROADWAY,"1700 N BROADWAY
BALTIMORE, MD
(39.309692, -76.595103)"
11/24/2017 08:05:00 PM,Medium,NE,BEHAVIOR CRISIS,P173282056,1500 GREENDALE RD,"1500 GREENDALE RD
BALTIMORE, MD
(39.336763, -76.593519)"
11/24/2017 05:56:00 PM,Medium,SE,BEHAVIOR CRISIS,P173281766,2900 BOSTON ST,"2900 BOSTON ST
BALTIMORE, MD
(39.27818, -76.574815)"
11/24/2017 04:10:00 PM,Medium,WD,BEHAVIOR CRISIS,P173281435,1600 LORMAN CT,"1600 LORMAN CT
BALTIMORE, MD
(39.303942, -76.643234)"
11/24/2017 04:03:00 PM,Medium,NE,BEHAVIOR CRISIS,P173281413,1200 EVESHAM AV,"1200 EVESHAM AV
BALTIMORE, MD
(39.361576, -76.593448)"
11/24/2017 01:59:00 PM,Medium,NE,BEHAVIOR CRISIS,P173281077,5200 TRAMORE RD,"5200 TRAMORE RD
BALTIMORE, MD
(39.351243, -76.568557)"
11/24/2017 01:05:00 PM,Medium,WD,BEHAVIOR CRISIS,P173280951,1600 LORMAN CT,"1600 LORMAN CT
BALTIMORE, MD
(39.303942, -76.643234)"
11/24/2017 10:59:00 AM,Medium,SW,BEHAVIOR CRISIS,P173280667,400 MILLINGTON AV,"400 MILLINGTON AV
BALTIMORE, MD
(39.280891, -76.656788)"
11/21/2017 10:48:00 PM,Medium,CD,BEHAVIOR CRISIS,P173252853,800 BLK EDMONDSON AV,"800 BLK EDMONDSON AV
BALTIMORE, MD
(39.276662, -76.737283)"
11/21/2017 09:35:00 PM,Medium,NE,BEHAVIOR CRISIS,P173252701,3000 GLENMORE AV,"3000 GLENMORE AV
BALTIMORE, MD
(39.356613, -76.557711)"
11/21/2017 08:56:00 PM,Medium,SD,BEHAVIOR CRISIS,P173252621,1500 LOCUST ST,"1500 LOCUST ST
BALTIMORE, MD
(39.226748, -76.58982)"
11/23/2017 10:57:00 PM,Medium,NW,BEHAVIOR CRISIS,P173271951,3700 OVERVIEW RD,"3700 OVERVIEW RD
BALTIMORE, MD
(39.329299, -76.66333)"
11/23/2017 08:44:00 PM,Medium,CD,BEHAVIOR CRISIS,P173271720,700 DRUID PARK LAKE DR,"700 DRUID PARK LAKE DR
BALTIMORE, MD
(39.316679, -76.630421)"
11/23/2017 07:02:00 PM,Medium,CD,BEHAVIOR CRISIS,P173271548,1300 MADISON AV,"1300 MADISON AV
BALTIMORE, MD
(39.303539, -76.627552)"
11/23/2017 05:57:00 PM,Medium,ED,BEHAVIOR CRISIS,P173271427,1700 E EAGER ST,"1700 E EAGER ST
BALTIMORE, MD
(39.301904, -76.59383)"
11/23/2017 04:55:00 PM,Medium,SD,BEHAVIOR CRISIS,P173271319,2200 ROUND RD,"2200 ROUND RD
BALTIMORE, MD
(39.252783, -76.626856)"
11/23/2017 04:02:00 PM,Medium,CD,BEHAVIOR CRISIS,P173271217,2000 DRUID HILL AV,"2000 DRUID HILL AV
BALTIMORE, MD
(39.307488, -76.635351)"
11/23/2017 03:48:00 PM,Medium,SW,BEHAVIOR CRISIS,P173271200,500 YALE AV,"500 YALE AV
BALTIMORE, MD
(39.276395, -76.687044)"
11/23/2017 03:42:00 PM,Medium,SW,BEHAVIOR CRISIS,P173271188,500 YALE AV,"500 YALE AV
BALTIMORE, MD
(39.276395, -76.687044)"
11/23/2017 03:19:00 PM,Medium,CD,BEHAVIOR CRISIS,P173271153,800 NEWINGTON AV,"800 NEWINGTON AV
BALTIMORE, MD
(39.313587, -76.631998)"
11/23/2017 12:31:00 PM,Medium,SW,BEHAVIOR CRISIS,P173270848,2700 FREDERICK AV,"2700 FREDERICK AV
BALTIMORE, MD
(39.280999, -76.65959)"
11/23/2017 11:13:00 AM,Medium,ED,BEHAVIOR CRISIS,P173270706,1100 HARFORD AV,"1100 HARFORD AV
BALTIMORE, MD
(39.303096, -76.602569)"
11/23/2017 10:05:00 AM,Medium,NW,BEHAVIOR CRISIS,P173270628,4100 W ROGERS AV,"4100 W ROGERS AV
BALTIMORE, MD
(39.347517, -76.690137)"
11/23/2017 08:26:00 AM,Medium,SW,BEHAVIOR CRISIS,P173270498,2900 BAKER ST,"2900 BAKER ST
BALTIMORE, MD
(39.305964, -76.665588)"
11/23/2017 05:36:00 AM,Medium,ED,BEHAVIOR CRISIS,P173270370,1200 E NORTH AV,"1200 E NORTH AV
BALTIMORE, MD
(39.311788, -76.602134)"
11/23/2017 04:45:00 AM,Medium,SD,BEHAVIOR CRISIS,P173270333,800 JACK ST,"800 JACK ST
BALTIMORE, MD
(39.23169, -76.600903)"
11/23/2017 04:35:00 AM,Medium,SW,BEHAVIOR CRISIS,P173270326,2000 GRINNALDS AV,"2000 GRINNALDS AV
BALTIMORE, MD
(39.266484, -76.650347)"
11/22/2017 11:33:00 PM,Medium,ED,BEHAVIOR CRISIS,P173262924,700 N MILTON AV,"700 N MILTON AV
BALTIMORE, MD
(39.299179, -76.582321)"
11/22/2017 10:30:00 PM,Medium,CD,BEHAVIOR CRISIS,P173262798,200 BOLTON PL,"200 BOLTON PL
BALTIMORE, MD
(39.305647, -76.622698)"
11/22/2017 09:00:00 PM,Medium,SD,BEHAVIOR CRISIS,P173262625,2400 MAISEL CT,"2400 MAISEL CT
BALTIMORE, MD
(39.263074, -76.642079)"
11/22/2017 09:15:00 PM,High,SD,BEHAVIOR CRISIS,P173262648,2400 MAISEL CT,"2400 MAISEL CT
BALTIMORE, MD
(39.263074, -76.642079)"
11/22/2017 08:18:00 PM,Medium,NE,BEHAVIOR CRISIS,P173262528,5100 ANTHONY AV,"5100 ANTHONY AV
BALTIMORE, MD
(39.333484, -76.551073)"
11/22/2017 08:06:00 PM,Medium,NE,BEHAVIOR CRISIS,P173262501,5700 EASTBURY AV,"5700 EASTBURY AV
BALTIMORE, MD
(39.318278, -76.548644)"
11/22/2017 07:00:00 PM,High,NW,BEHAVIOR CRISIS,P173262334,4000 DORCHESTER RD,"4000 DORCHESTER RD
BALTIMORE, MD
(39.329484, -76.684947)"
11/22/2017 06:54:00 PM,Medium,NW,BEHAVIOR CRISIS,P173262326,4000 DORCHESTER RD,"4000 DORCHESTER RD
BALTIMORE, MD
(39.329484, -76.684947)"
11/22/2017 06:49:00 PM,Medium,SE,BEHAVIOR CRISIS,P173262313,6600 ST HELENA AV,"6600 ST HELENA AV
BALTIMORE, MD
(39.259942, -76.529773)"
11/22/2017 06:24:00 PM,Medium,SD,BEHAVIOR CRISIS,P173262250,900 W LOMBARD ST,"900 W LOMBARD ST
BALTIMORE, MD
(39.2868, -76.632167)"
11/22/2017 05:37:00 PM,Medium,SD,BEHAVIOR CRISIS,P173262110,4100 TOWNSEND AV,"4100 TOWNSEND AV
BALTIMORE, MD
(39.228919, -76.602322)"
11/22/2017 04:23:00 PM,Medium,NW,BEHAVIOR CRISIS,P173261860,5500 PRICE AV,"5500 PRICE AV
BALTIMORE, MD
(39.348916, -76.689153)"
11/22/2017 03:29:00 PM,Medium,CD,BEHAVIOR CRISIS,P173261714,200 N LIBERTY ST,"200 N LIBERTY ST
BALTIMORE, MD
(39.291628, -76.617158)"
11/22/2017 02:38:00 PM,Medium,NE,BEHAVIOR CRISIS,P173261576,6000 AMBERWOOD RD,"6000 AMBERWOOD RD
BALTIMORE, MD
(39.31676, -76.54289)"
11/22/2017 01:48:00 PM,Medium,SD,BEHAVIOR CRISIS,P173261445,400 E JEFFREY ST,"400 E JEFFREY ST
BALTIMORE, MD
(39.234159, -76.60697)"
11/22/2017 11:02:00 AM,Medium,ND,BEHAVIOR CRISIS,P173260999,2700 N CHARLES ST,"2700 N CHARLES ST
BALTIMORE, MD
(39.321267, -76.617214)"
11/22/2017 10:40:00 AM,Medium,ND,BEHAVIOR CRISIS,P173260903,3600 KEYSTONE AV,"3600 KEYSTONE AV
BALTIMORE, MD
(39.332215, -76.64974)"
11/22/2017 09:58:00 AM,Medium,WD,BEHAVIOR CRISIS,P173260817,1200 WHATCOAT ST,"1200 WHATCOAT ST
BALTIMORE, MD
(39.302382, -76.641037)"
11/22/2017 09:05:00 AM,Medium,SW,BEHAVIOR CRISIS,P173260688,3000 WINDSOR AV,"3000 WINDSOR AV
BALTIMORE, MD
(39.312317, -76.667877)"
11/22/2017 08:32:00 AM,Medium,ND,BEHAVIOR CRISIS,P173260617,6000 BELLONA AV,"6000 BELLONA AV
BALTIMORE, MD
(39.364277, -76.615292)"
11/22/2017 07:25:00 AM,Medium,SD,BEHAVIOR CRISIS,P173260457,2600 NORTHSHIRE DR,"2600 NORTHSHIRE DR
BALTIMORE, MD
(39.257307, -76.644233)"
11/22/2017 07:30:00 AM,Medium,WD,BEHAVIOR CRISIS,P173260464,1600 LORMAN CT,"1600 LORMAN CT
BALTIMORE, MD
(39.303942, -76.643234)"
11/22/2017 06:56:00 AM,Medium,NE,BEHAVIOR CRISIS,P173260416,1300 LIMIT AV,"1300 LIMIT AV
BALTIMORE, MD
(39.371924, -76.588876)"
11/22/2017 06:59:00 AM,Medium,CD,BEHAVIOR CRISIS,P173260417,0 W CONWAY ST,"0 W CONWAY ST
BALTIMORE, MD
"
11/22/2017 05:32:00 AM,Medium,WD,BEHAVIOR CRISIS,P173260348,800 VINE ST,"800 VINE ST
BALTIMORE, MD
(39.290575, -76.629806)"
11/22/2017 05:18:00 AM,Medium,CD,BEHAVIOR CRISIS,P173260345,0 W CONWAY ST,"0 W CONWAY ST
BALTIMORE, MD
"
11/21/2017 08:21:00 PM,High,SE,BEHAVIOR CRISIS,P173252530,2000 EASTERN AV,"2000 EASTERN AV
BALTIMORE, MD
(39.285782, -76.588633)"
11/21/2017 07:52:00 PM,Medium,ED,BEHAVIOR CRISIS,P173252458,900 N KENWOOD AV,"900 N KENWOOD AV
BALTIMORE, MD
(39.301462, -76.578207)"
11/21/2017 07:16:00 PM,Medium,ND,BEHAVIOR CRISIS,P173252370,2600 SHIRLEY AV,"2600 SHIRLEY AV
BALTIMORE, MD
(39.33506, -76.661223)"
11/21/2017 06:14:00 PM,Medium,NE,BEHAVIOR CRISIS,P173252171,1600 HEATHFIELD RD,"1600 HEATHFIELD RD
BALTIMORE, MD
(39.352306, -76.586221)"
11/21/2017 06:08:00 PM,Medium,NE,BEHAVIOR CRISIS,P173252143,1600 HEATHFIELD RD,"1600 HEATHFIELD RD
BALTIMORE, MD
(39.352306, -76.586221)"
11/21/2017 05:54:00 PM,Medium,NE,BEHAVIOR CRISIS,P173252109,1600 HEATHFIELD RD,"1600 HEATHFIELD RD
BALTIMORE, MD
(39.352306, -76.586221)"
11/21/2017 03:39:00 PM,Medium,ED,BEHAVIOR CRISIS,P173251662,1200 N POTOMAC ST,"1200 N POTOMAC ST
BALTIMORE, MD
(39.305147, -76.575615)"
11/21/2017 02:38:00 PM,Medium,NW,BEHAVIOR CRISIS,P173251469,5500 MINNOKA AV,"5500 MINNOKA AV
BALTIMORE, MD
(39.348449, -76.689771)"
11/21/2017 02:32:00 PM,Medium,CD,BEHAVIOR CRISIS,P173251454,1600 EUTAW PL,"1600 EUTAW PL
BALTIMORE, MD
(39.306427, -76.629428)"
11/18/2017 05:48:00 PM,Medium,NE,BEHAVIOR CRISIS,P173221809,1000 HIGNET WY,"1000 HIGNET WY
BALTIMORE, MD
(39.304229, -76.546172)"
11/18/2017 04:51:00 PM,Medium,SW,BEHAVIOR CRISIS,P173221670,4300 SEMINOLE AV,"4300 SEMINOLE AV
BALTIMORE, MD
(39.298135, -76.693229)"
11/18/2017 03:15:00 PM,Medium,SE,BEHAVIOR CRISIS,P173221444,6700 GARY AV,"6700 GARY AV
BALTIMORE, MD
(39.280086, -76.533753)"
11/18/2017 02:33:00 PM,Medium,WD,BEHAVIOR CRISIS,P173221333,2100 W SARATOGA ST,"2100 W SARATOGA ST
BALTIMORE, MD
(39.291872, -76.650757)"
11/18/2017 02:29:00 PM,Medium,WD,BEHAVIOR CRISIS,P173221318,2100 W SARATOGA ST,"2100 W SARATOGA ST
BALTIMORE, MD
(39.291872, -76.650757)"
11/18/2017 02:18:00 PM,Medium,NE,BEHAVIOR CRISIS,P173221295,5600 LOCH RAVEN BL,"5600 LOCH
BALTIMORE, MD
"
11/18/2017 01:34:00 PM,Medium,NE,BEHAVIOR CRISIS,P173221203,1000 HIGNET WY,"1000 HIGNET WY
BALTIMORE, MD
(39.304229, -76.546172)"
11/18/2017 12:00:00 PM,Medium,SD,BEHAVIOR CRISIS,P173220987,1200 BLK W LOMBARD ST,"1200 BLK W LOMBARD ST
BALTIMORE, MD
(39.286558, -76.636751)"
11/18/2017 11:42:00 AM,Medium,SE,BEHAVIOR CRISIS,P173220945,2200 BANK ST,"2200 BANK ST
BALTIMORE, MD
(39.286917, -76.585758)"
11/18/2017 11:19:00 AM,Medium,ND,BEHAVIOR CRISIS,P173220898,2500 W COLD SPRING LN,"2500 W COLD SPRING LN
BALTIMORE, MD
(39.340682, -76.661703)"
11/18/2017 09:01:00 AM,Medium,NE,BEHAVIOR CRISIS,P173220661,5400 CATALPHA RD,"5400 CATALPHA RD
BALTIMORE, MD
(39.355061, -76.56866)"
11/18/2017 07:32:00 AM,Medium,NE,BEHAVIOR CRISIS,P173220529,1000 HIGNET WY,"1000 HIGNET WY
BALTIMORE, MD
(39.304229, -76.546172)"
11/18/2017 04:05:00 AM,Medium,NE,BEHAVIOR CRISIS,P173220376,1000 ANDOVER RD,"1000 ANDOVER RD
BALTIMORE, MD
(39.336667, -76.601057)"
11/18/2017 03:57:00 AM,Medium,NE,BEHAVIOR CRISIS,P173220370,1000 ANDOVER RD,"1000 ANDOVER RD
BALTIMORE, MD
(39.336667, -76.601057)"
11/17/2017 09:52:00 PM,Medium,ED,BEHAVIOR CRISIS,P173213016,700 E 22ND ST,"700 E 22ND ST
BALTIMORE, MD
(39.314587, -76.608083)"
11/17/2017 08:13:00 PM,Medium,SD,BEHAVIOR CRISIS,P173212734,2400 MAISEL CT,"2400 MAISEL CT
BALTIMORE, MD
(39.263074, -76.642079)"
11/17/2017 07:50:00 PM,Medium,WD,BEHAVIOR CRISIS,P173212657,1600 LORMAN CT,"1600 LORMAN CT
BALTIMORE, MD
(39.303942, -76.643234)"
11/17/2017 07:52:00 PM,Medium,NW,BEHAVIOR CRISIS,P173212662,3600 GLEN AV,"3600 GLEN AV
BALTIMORE, MD
(39.355724, -76.688118)"
11/17/2017 06:36:00 PM,Medium,WD,BEHAVIOR CRISIS,P173212436,1600 LORMAN CT,"1600 LORMAN CT
BALTIMORE, MD
(39.303942, -76.643234)"
11/17/2017 03:59:00 PM,Medium,ND,BEHAVIOR CRISIS,P173211923,3800 CANTERBURY RD,"3800 CANTERBURY RD
BALTIMORE, MD
(39.334249, -76.62045)"
11/17/2017 03:22:00 PM,Medium,SD,BEHAVIOR CRISIS,P173211790,1500 PLUM ST,"1500 PLUM ST
BALTIMORE, MD
(39.228253, -76.590252)"
11/17/2017 02:36:00 PM,Medium,NW,BEHAVIOR CRISIS,P173211626,5500 PRICE AV,"5500 PRICE AV
BALTIMORE, MD
(39.348916, -76.689153)"
11/17/2017 02:02:00 PM,Medium,ED,BEHAVIOR CRISIS,P173211527,1600 E MADISON ST,"1600 E MADISON ST
BALTIMORE, MD
(39.299413, -76.59577)"
11/17/2017 01:09:00 PM,Medium,CD,BEHAVIOR CRISIS,P173211350,100 N CALVERT ST,"100 N CALVERT ST
BALTIMORE, MD
(39.290839, -76.61253)"
11/17/2017 10:46:00 AM,Medium,ED,BEHAVIOR CRISIS,P173210912,1000 DARLEY AV,"1000 DARLEY AV
BALTIMORE, MD
(39.317047, -76.60037)"
11/17/2017 07:32:00 AM,Medium,ED,BEHAVIOR CRISIS,P173210432,400 N CHESTER ST,"400 N CHESTER ST
BALTIMORE, MD
(39.295759, -76.58766)"
11/17/2017 09:44:00 AM,Medium,SW,BEHAVIOR CRISIS,P173210736,0 S ATHOL AV,"0 S ATHOL AV
BALTIMORE, MD
"
11/17/2017 08:56:00 AM,Medium,CD,BEHAVIOR CRISIS,P173210618,0 E LOMBARD ST,"0 E LOMBARD ST
BALTIMORE, MD
"
11/17/2017 07:13:00 AM,Medium,CD,BEHAVIOR CRISIS,P173210412,0 W CONWAY ST,"0 W CONWAY ST
BALTIMORE, MD
"
11/17/2017 06:13:00 AM,Medium,SD,BEHAVIOR CRISIS,P173210358,700 W PATAPSCO AV,"700 W PATAPSCO AV
BALTIMORE, MD
(39.242906, -76.629598)"
11/17/2017 12:58:00 AM,Medium,SD,BEHAVIOR CRISIS,P173210094,900 GLADE CT,"900 GLADE CT
BALTIMORE, MD
"
11/16/2017 10:18:00 PM,Medium,NE,BEHAVIOR CRISIS,P173202760,4800 ABERDEEN AV,"4800 ABERDEEN AV
BALTIMORE, MD
(39.319453, -76.551232)"
11/16/2017 08:20:00 PM,Medium,SE,BEHAVIOR CRISIS,P173202514,1100 STEELTON AV,"1100 STEELTON AV
BALTIMORE, MD
(39.281317, -76.536333)"
